article_id,start,end,answered,votes,category,title,content
579605,2019-04-17,2019-05-17,0,214,저출산/고령화대책,임산부배려석이 없는 차종을 운행하는 1호선,"매일 1시간 이상 1호선 지하철을 타고 출퇴근을 하는 임산부 입니다. 1호선 지하철을 이용하면 임산부 배려석이 전칸에 아에 없는 차종을 여러번 타게 됩니다. 1호선 열차는 아직도 10량 열차 중 특정 4개 칸에만 등쪽에만 하얀색 스티커가 있거나, 전칸에 임산부 배려석이 없는 차종을 운행하고 있습니다. 등쪽에만 붙어있는 작은 하얀색 스티커의 경우, 성인이 앉으면 등에가려 보이지조차 않습니다. 다른 호선 처럼 바닥과 등에 핑크색 스티커 작업이 필요합니다. (현재 1호선은 제한된 차종만 핑크색 임산부배려석이 있습니다) 2013년에 시행된 임산부배려석인데, 1호선은 2019년이 된 지금도 스티커 작업중이라는 말만 합니다. 2년 전 첫째아이를 임신했을 때에도, 임산부 배려석이 1호선에만 없어서 여러번 문의를 드렸으나 스티커 작업중이라는 답변만 받았고, 2년이 지난 지금도 여전히 임산부 배려석이 없는 열차를 타게 됩니다. 1호선은 타호선에 비해 노령인구의 비율이 많아, 임산부들이 노약자석을 이용할 수 없습니다. 그럼에도 불구하고 1호선 지하철만 임산부배려석 스티커를 여전히 붙이지 않는 이유에 대해 알고싶습니다. 정부의 출산장려정책과 달리, 모든 호선에 칸마다 배정되어 있는 임산부배려석이 1호선에만 왜 제외되어야 하는지. 유독 노령인구가 많은 1호선에서 6년동안 스티커작업을 진행시키지 않고 있는 1호선 지하철 문제를 해결 부탁드립니다. 임산부배려석에 일반인이 앉아서 자리를 양보하느냐 마느냐는 둘째 문제입니다. (시민의식까지 정부에게 통제하라고 말하지 않겠습니다.) 제도적인 스티커 시행 먼저 부탁드립니다."
579606,2019-04-17,2019-05-17,0,227,문화/예술/체육/언론,문화재를 파괴하는 문화재 보호법,"저는 충남공주시 반죽동 단독주택을 30년간 소유하고있는 소시민입니다. 부동산 소재지는 역사문화환경지역으로 개발이 제한되어 있습니다. 그래서 재건축은 생각도 안하고 공주시에 임차를 주고 있었습니다.  그런데 공주시에서 고도보존육성특별법에의해 문화재청의 지원을 받아 한옥(백제양식)으로 신축시 지원금과 건축을 허가하여 준다고하여 몸이아프신 부모님을 대신해 부동산을 증여받아 건설회사에 철거, 설계,건축에이르는 일괄계약을 맺고 한옥지원사업을 신청하였습니다. 절차대로 진행하여 건설회사에 계약금과 중도금을 지불하고, 주택을 철거하였으며, 진입로를 확보하기 위해 옆집 어르신을 설득하여 한옥건축후 담장을 다시해주기로하고 담장을 헐었습니다. 이후 심의위원회를 통화하여 완공후 지원금을 받기로 되어있었습니다. 그런데 매장문화재 발굴조사 결과 정밀 발굴이 필요하다는 의견이제시되어 6개월이 지난후 정밀발굴조사를 진행하였고, 삼국시대 최초로 알려진 대통사관련 유물이 다수 발굴되었습니다.  저는 처음에 발굴기관으로 부터 중요한 문화재가 발굴되어 추후 박물관에 전시될수있다고하여 영광으로 생각하였으나, 관련 기사가 나가자 댓글에 '집주인 망했다'는 댓글이 달리고, 고고학회에서는 한옥불허하라는 성명서를 낸후 심위위원회에서 한옥불허및 보존조치를 하였습니다. 발굴조사 기간이 길어져 걱정을 하자 한 공무원이 말로한것은 없어지니 문서로 남겨놓으라고하여 공주시청및 문화재청에 여러차례 질의를 하였고, 관련법및 관련기관과 협의를 진행하고 있으니 걱정하지 말라는 답변을 받았습니다. 그런데 이제와서 문화재청은 손실은 인정하지만 보상법률이 없다고하면서 손실보상이 어렵다고 합니다. 개인간에도 손실을 입힌자가 보상을 해야되는게 당연하다고 생각하는데, 공권력을 믿고 시작한일이 공권력에의해 중지가 되었는데도 보상절차가 없다고 하는데 누가 문화재를 보호하고 사랑할수있을까요?  주변 주민들은 그동안 100여건의 한옥지원사업이 있었는데 너희집만 나온줄 아느냐? 너는왜 바보같이 정상적으로 문화재 발굴신고를 해서  다른사람까지 지원을 못받게 만들었냐고 저를 타박합니다. 저희집이 보존조치되고 한 공무원이 우리나라 3대악법중 최고의 악법은 문화재보호법이라고 넊두리를 하는 소리를 들었습니다.  그이유는 지금까지 문화재보호법은 개발의 시대를 거쳐 사유재산을 제한하고 처벌만 강화하는쪽으로  개정되다보니 문화재가 발견되면 불편한것이고  아무도 모르게 감춰지고 파괴되고 있기 때문입니다. 이제 국민들의 의식수준이 높아져 문화재를 보호하려면 정당한 보상을 해줘야 한다고 생각하고있고 2018년 국민참여예산에 보존조치된 유적에대한 토지매입제안이 사회분과에서 최고점을 받았습니다. 국가의 존재이유는 국민은 생명과 재산을 보호해줘야 한다고 생각합니다. 부디 제도및 벌률을 개선해주셔서 문화재가 발견되어도 손실을 보지 않는다는 인식이 확산되어 우리 선조들의 찬란한 문화유산이 우리앞에 나타날수있기를 기원합니다."
579607,2019-04-17,2019-05-17,0,729,기타,억울하게 돌아가신 저희 아버지를 도와주세요,"억울하게 돌아가신 저희 아버지를 살려주세요 2018년 6월 18일 아침 7시경 출근하시는 아버지를 준비한 칼로 찔러 무참히 살해당했습니다. 저는 평범한 직장인 20대 중반의 여성입니다. 오래전부터 운동을 취미로 삼아 왔던 저는 제가 다니던 헬스장에 어린 트레이너가 새로 왔었습니다. 어린 친구라 그런지 열정도 남달랐고 열심히 자신의 일에 꾸준히 하는 모습에 대견하기도 하면서 안쓰러웠고 나이가 비슷하다는 이야기를 듣고 서로 좋게 잘 지내게 되었습니다. 힘든 일이 있으면 저에게 이야기도 하며 엄마이름이 제 이름과 같다는 점 어릴 때부터 힘들었던 일 등등 저에게 서슴없이 이야기를 하는 모습에 친동생처럼 잘 챙겨주었습니다. 하지만 어느 순간부터 그는 저에게 이상한 집착과 협박을 하게 되었고 심하면 욕과 잦은 폭력을 행사였습니다. 무섭고 걱정스러운 맘에 저는 그를 멀리하였고 그럴수록 그는 휴대폰으로 연락을 하거나 집을 알아와 더 심한 집착과 협박을 하였습니다. 결국 가해자는 2018년 6월 18일 술을 먹고 저희 집으로 찾아와 준비한 칼을 들고 제가 출근  하기 까지 기다리고 있었답니다. 그리고 먼저 출근하신 아버지를 발견하고 칼로 몇 차례 찔러 무참히 살해당하셨습니다. 하지만 저희 아버지 그 아픈 몸을 이끄시고 저희 집으로 들어오려는 가해자를 붙잡고 저희 가족을 끝까지 지켜주셨습니다. 칼은 저희 집 현관문 안에서 발견이 되었고 가해자는 저희 집 거실까지 들어와 저를 죽이려고 하였습니다. 집 안 여기저기 피가 튀었고 그 거대한 체구로는 저희 가족들은 이길 수 없었습니다. 결국 저희 가족들은 그에게 여러 차례 맞았고 피와 멍으로 온 몸에 상처가 남았었습니다. 경찰에 신고를 하였을 때 그는 피로 물들은 옷을 벗고 도망을 가였고 경찰과 구급대원이 도착하였을 때 저희 아버지는 이미 이 세상 사람이 아니셨습니다. 그에게 몇 번 이나 전화를 하였음에도 받지 않았고 경찰의 추적에 그는 어쩔 수 없다는 듯 자수를 하였고 1시간이 지난 후 그는 체포되었습니다. 너무나도 갑작스레 벌어진 일들이나 어처구니가 없었고 실감이 나지 않았습니다. 하지만 아버지의 장례식에서 깨달았습니다. 이제 정말 아버지가 이 세상에 안 계신다는 걸.. 사람들은 욕합니다. 가해자가 아닌 피해자 저를요 '쟤 때문에 아버지가 죽었단다','남자 없이 못사는 걸레년 인가봐' 고모들은 저를 죽이려고 항상 찾아오시고 사람들은 아직도 저를 욕하기 바쁩니다. 1심 재판 그는 심신미약과 알콜 의존증후군이였다는 의견을 내세웠고 1심 결과 25년이 나왔습니다. 하지만 2019년 4월 10일 2심 재판에서 가해자의 이혼가정과 초범, 나이가 어리고 과거 행실이 좋았다는 내용으로 2심 결과는 20년이 나왔습니다. 5년이나 감형을 받았습니다. 저는 정말 너무나도 억울합니다. 그는 평소에 전혀 문제 없이 생활이 가능하였던 대한민국의 건전한 성인 남성이였고, 이제 와 심신미약을 주장하며 연기를 하고 있습니다. 법은 국가의 규칙이며 가르침이라고 생각합니다. 왜 국가는 그를 용서를 해주는 건가요? 저희 가족은 가해자 가족들에게 사과한마디 직접적으로 들은 적도 없는데 저희 가족은 단 한번도 용서를 해준 적이 없는데 왜 국가가 용서를 해주는 건가요? 저희 가족은 하루하루 살아가는 게 지옥이고 죽고 싶은 심정으로 살아가고 있는데 왜 가해자는 앞으로의 미래를 꿈꿀 수 있게 도와주시는 건가요? 정말 너무나도 억울합니다. 가해자의 신상을 공개하고 사회에 나오지 못하도록 도와주세요. 하루하루 그에게 언제 죽임을 당할지 모를 불안감에 떨고 있는 저희 가족들을 도와주시고 억울하게 돌아가는 저희 아버지를 도와주세요 제발 부탁드립니다. 제발 도와주세요 정말 이 억울함을 제발 도와주세요."
579608,2019-04-17,2019-05-17,0,472,안전/환경,문재인 정부의 풍력발전 강행은 또다른 4대강이며 적폐 또는 파괴자다,"여러분!! 우리마을 코 앞에  풍력발전 수십기가 들어온다고 걱정이 많습니다.  힘없는 산촌마을 사람들 좀 도와주십시요. 순천시 승주읍은 유네스코 세계문화유산인 조계산 선암사가 있는 곳입니다.  세계문화유산인 조계산 선암사로 부터 직선 거리로  5~6km 떨어진  곳에 수십기의 풍력발전소를 설치한다고 야단입니다.  외국사례를 보면 , 세계문화유산으로 부터 10km의 이격거리를  두어 온전히 보호하고 있습니다. 조용하고 평화로운 산촌에 문재인 정부의 문제의 신재생2030풍력은 건강을 파괴하고 산촌을 파괴하려한다. 일제의 쇠말뚝의 망령이 명산 아름다은 산줄기에 되살아 나고 있는 것 같다. 정부의 정책은 100년을 내다봐야 할 것인데 한심하기 그지 없다 풍력발전의 피해인 소음, 저주파, 전자파 피해를 막기 위한 민가 이격거리는 지자체들 마음대로다. 구례군 2km, 여수시는는 1.5km이다.  순천시는 민가이격거리가 1km인데 9가구까지는 500m, .10가구부터서 비로소 1km이다. 1가구 차이로 500m이다, 소위 9가구까지는 가축 취급이다. 참고로 판례에서 한국환경평가연구원의 민가 이격거리 1.5k이상 떨어져야 한다는 권고을 인용하였다. 환경부는 환경부답게  환경평가하여 민가 이격거리를 정하여 국민의 건강권과 행복추구권을 보장하라. 산업통상자원부는 비겁하게 전기위원회 사무국  뒤에 숨어 나몰라라 지자체에 공문을 내려보내고 무언의 압력을 가하지 말고 똑바로 눈을 뜨고 산촌사람들의 탄식을 좀 들어라. 전기라는 허울 좋은 정책으로 국민을 기만하지 마라. 풍력발전으로 자연환경과 산촌의 평화는 파괴되어도 그대들의 월급은 나갈 것이다."
579609,2019-04-17,2019-05-17,0,"1,576",문화/예술/체육/언론,고 장자연님 증언(사기) 윤**의 대국민 사기극을 막아주시길 간곡히 부탁 드립니다,현재 2009 년 고장자연 님 의 10 주년 을 기념하여 책을 출판하고 나온 윤** 의 대국민 사기극을 막아주세요 고 장자연님을 이용하고 유족들과 그간 인터뷰한 사람들을 뒤에서 욕하며 자기의 사리사욕을 채우고 있는 윤** (본명) 윤** 의 후원 중단 요청과 인스타그램에 올려놓은 갖가지 악플러들에 대한 고소 한다는 협박 및 등 이 여자의 대국민 사기극을 막아주십시요 아울러 고 장자연 님의 유가족 분들은 13 번째 증언 책을 출판하기를 원치 않았다고 합니다. 이는 마땅히 유가족과 고인의 능욕에 해당 하는바 엄벌히 처해 주실것을 간곡히 부탁 드립니다. 사건의 본질을 흐리고 작가나 기자들의 말을 다 거짓이다 사기다 자기는 지금 모함이다 라며 또한 지난 10 년간 캐나다 도피 생활 또한 검정 옷만 입고 조용히 지냈다라는 것은 사실이 아니며 이 여자는 지금 자기의 인기 와 응원에 힘을 입어 오히려 자신이 더 피해자인냥 망상에 갖혀 죽은 고인을 한번더 죽이고 있습니다 부디 하늘에서 고장자연 님이 눈을 편히 감을수 있게 도와주십시요 국민들은 눈을 뜨고 귀를 열어 진실에 다가가길 간곡히 부탁 드립니다. 윤**를 출국금지 시키고 그간 받은 후원 금의 내역을 다 상세히 밝혀내기 전엔 이나라 못떠나게 해주세요 아울러 해외에도 이사실이 알려져 잘못하면 국제적 나라망신에 처할 위기에 놓여있으니 문재인 대통령 께서 이를 막아 주십시오 그리고 유가족 분들을 다시 한번 위로가 되게 고 장자연님 사건에 대해 다시 한번 윤** 없이 철저히 밝혀내 주시길 간곡히 부탁 드립니다 윤**이 증언자로 나섰다면 왜 연예인 놀이를 하는것 인지 도무지 이해가 안가는 국민중 한명입니다. 정상인이라면 조용히 증언 하고 책내기전 유족들과 상의후 몇몇 인터뷰후 그렇게 신변의 위험이 있다면 지네나라 캐나다로 돌아가는것이 정상적인 생각이 아닐런지요 더 자세한 내용은 인스타그램 @justicewithus 입니다. 간곡히 청원 합니다. 국민들 속지 말아주세요 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]
579610,2019-04-17,2019-05-17,0,502,인권/성평등,가정파괴범 신**의 총회장이자 교주인 이**를 구속수사해주세요,"안녕하십니까 대통령님 가정파괴범이**는 ****등 여러사교등을돌아다니다가 1984년에 신**를 만들었습니다 그러나 이 신**는 기성교회에 간첩같은 추수꾼을 파견시켜 일반 성도들을 신**로 데려오라고합니다 신**는 가정파괴를 일삼습니다. 가출,자퇴,이혼 그리고 부모님의 차에까지 테러를 하게 만듭니다. 그리고 전도안한자들에게 100만원을 지파에내고 10만원을 총회에 내랍니다 (2017년 12월 말 기준) 신** 신도 수는 18만 6,175명이라고합니다 100만원을 10만명만내도 1000억입니다 상금은 1등,2등,3등 다 10만원이라고 합니다 심지어 그 1등은 이 신**의 총회장이자교주인 이**교주가 1등이라고합니다 반사회적,반국가적인 신**(신**예********)의 교주 이**를 구속,수사해주세요! [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
579611,2019-04-17,2019-05-17,0,"97,817",정치개혁,박근혜 대통령님의 석방을 청원합니다.,"유무죄를 떠나 허리디스크로 고통을 겪고 계시는 박근혜대통령의 석방을 청원합니다. 전직 대통령 예우 차원에서라도 조속히 석방되시는 것이 국민 통합을 위해서도 필요하다 생각합니다. 인도적, 국가적 차원에서 대승적 결단을 촉구합니다."
579612,2019-04-18,2019-05-18,0,"202,804",안전/환경,진주 방화 및 살인 범죄자에 대해서 무관용 원칙이 필요합니다.,아파트에 고의로 불을 피운것도 모자라 대피하는 인원에 대해서 묻지마 살인을 저지른 범죄입니다. 이런 사람은 사형제도가 있었다면 더 이상 살아야할 이유가 없습니다. 사건시각은 오전 4시 30분 경으로 알려져 있습니다. 생각해보십시오. 아파트 주민 모두가 잠든 시각 아닙니까?? 이는 명백한 계획적인 범죄입니다. 경찰은 이러한 상황을 대비해서 저격반도 있는 것 아닙니까? 12살 어린이를 포함하여 피해자들은 어떠한 죄가 있길래 이 사건에 기인하여 치료를 받아야 합니까? 자신의 집에 불을 지르고 대피하고 있었던 사람들에게 무차별적으로 흉기를 휘둘렀다면 용의자에게 더 이상 자비는 없어야 합니다. 수사는 정확하게 형량은 유가족들과 이 사건을 접한 모든 사람들의 분노를 담아 판결해야합니다. No mercy.
579613,2019-04-18,2019-05-18,0,"21,956",정치개혁,세월호 7시간 관련 봉인된 대통령 기록물 공개 요청!!,박근혜씨가 탄핵으로 파면된 후 대통령 권한대행을 맡던 단시 황교안씨는 세월호 참사 당시 의혹의 7시간 당시의 자료가 담긴 대통령 기록물을 국기기록물로 지정후 봉인하였습니다. 현재 의혹이 증폭되고 있는 세월호 7시간의 중요한 추가 될수 있는 자료로 이것이 봉인해제가 된다면 의혹을 해결하고 세월호의 진실에 다가갈수 있을것입니다. 황교안씨는 비록 당시 대통령의 권한을 대행하는 자였으나 도의적으로 그러한 행동을 해선 안되는 것이었습니다. 그러한 중요한 증거가 담긴 기록물을 봉인해제 하여 공개할수 있길 바랍니다.
579614,2019-04-18,2019-05-18,0,197,안전/환경,****젖병세정제에 유해물질 검출! 재발방지 대책을 마련하라!,"**** 젖병세정제에서 가습기세척제품에서 문제가 되었던 물질이 검출되었다는 기사를 접하고 비싸더라도 아이를 위해 이용했는데 너무 화가 납니다. 이번만이 아닙니다. 물티슈, 경피용 BCG주사 등 어떻게 믿고 제품을 구입할 수가 있겠습니까 어린아이들에게 독성 물질이 말이 됩니까 식품의약안전처는 특히 영유아 관련 제품에 대해 시장에 출시되기 전 철저한 검사를 통해 이런 일이 재발되지 않게 제도적인 개선을 하길 강력히 촉구합니다. [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
579615,2019-04-18,2019-05-18,0,126,교통/건축/국토,불투명한 엄궁1구역 재개발 조합,"청와대 국민청원 (민원) 국민 여러분 인허가 관계자 여러분 엄궁1구역 조합원 여러분 안녕하십니까 부산광역시 사상구 엄궁1구역 저희 재개발조합은 2007년 7월 21일 부산광역시로부터 정비구역으로 고시되었습니다. 현재까지 조합설립만 되어있으며 막대한 매몰 비용이 발생하였습니다 조합 문제 1. 정비사업자와 계약하고 인가도 나기전 60%를 지급하고 계약을 해지하고 정산이나 어떠한 회수 조치도 없이 다른 정비사업자와 계약을 하였습니다. 2차 기성금을 지급하고 부동산경기침체로 사업이 중단되었는데도 근거도 없이 46일 후 3차 기성 금을 지급하였습니다. 2. 설계사업자와 계약하고 1차 기성 금을 지급하고 정산도 없이 계약을 해지 후 다른 설계사업자와 계약을 하였습니다. 3. 도시 및 주거환경정비법에서 정비사업비는 총회의결 사항으로 명시되어있음에도 법을 무시하고 조합장이 임의로 사 업비를 지급하여 조합원의 경제적 부담과 과도한 매몰 비용이 발생하였습니다. 4. 도시 및 주거환경정비법에서 정한 감정평가사업자의 감정평가 없이 *****이사장과 조합장은 근거도 없이 합의서를 작성하고 *****에서는 신축 5층 엘리베이터설치 신설 합의서이행을 조합에 요구하고 있습니다 5. 현 조합장은 도시 및 주거환경정비법 위반으로 벌금형을 선고받았습니다. 6. 또다시 정비사업자의 진정으로 인하여 경찰서로부터 조합이 압수 수색 영장 집행으로 조합의 명예를 실추시켰으며 현재도 검찰에 불구속 입건 수사 중이며 법적으로 서로가 다투고 있습니다. 7. 국제신문 2019-03-17 기사 경찰은 특정범죄가중처벌법 혐의 피의자 전원을 검찰송치 불구속 입건됐다. 시공사 문제 1. 시공사 ******은 2005녀 12월 10일부로 엄궁1구역 재개발조합 시공사로 선정되었습니다. 2. 시공사는 경기가 어렵다는 이유로 5년여 동안 엄궁1구역 조합의 운영비와 사업비를 중단하였습니다. 그렇다면 10미터 위 **아파트는 공사를 계속 진행하여 1800여 세대 아파트를 준공 입주하였을까요? 3. 시공사는 정비사업비가 총회의결 사항인줄 알면서도 확인도 근거도 없이 사업비를 임의로 지원해 주었습니다. 4. ******은 부채 비율이 과다하여 시공능력이 가능한지도 이주비를 감당할지 의문입니다. 5. 재개발사업비를 5년여 중단하고 사업비를 총회의결 확인도 없이 조합에 차용해 주무로서 조합원에게 경제적 부담을 가하고 감당하기 어려운 매몰 비용을 발생케 하는데 책임이 있다 할 것입니다 6. 부동산경기 침체와 전국적으로 미분양 사태가 속출하고 있는 상황에서 미분양 대책도 없고 분양은 조 합원의 책임이라고 무책임한 답변만 합니다. 과연 조합원들이 감당할 수 있을지 의문입니다. *위 사항으로 볼 때 정상적인 시공사인지, 조합운영인지 여러분께서 판단해주시기 바랍니다. 국민 여러분 관심을 가져 주시고 관련자들을 철저히 조사하여주시기 바랍니다. 감사합니다. 비상대책위원회 2019년 4월 5일 [본 게시물의 일부 내용이 국민 청원 요건에 위배되어 관리자에 의해 수정되었습니다]"
579616,2019-04-18,2019-05-18,0,192,교통/건축/국토,적폐청산,"지난 정부의 적폐척결은 정부가 국민에게 이 나라 밝은 미래와 희망을 안겨주는 가장 큰 선물입니다. 1.  한국철도시설공단이 건설하는 충주선 철도(전철) 가칭 가남역은 대로와 연접하고 있는데도 이 공단은 2012년 ‘공사비를 조작한 허위 공문서’를 만들고 이를 빌미로 ‘이 역 광장과 연접한 대로에서 역 광장을 직접 통행하는 것을 의도적으로 차단’하면서 역광장을‘수백m 우회 통행하는 도로 1개’와 ‘꾸불꾸불 돌고 또한 오르락내리락 통행하는 도로 2개’건설을 결정하였고, 또한 ‘이렇게 하면서 50억원 이상으로 추정되는 혈세를 낭비’하는 것을 지금도 고집하고 있으며 이는 의도가 있는 범죄이고 또한 나라를 말아먹는 범죄입니다. 2012년 결정한 이 범죄는 ‘2014년 이 공단 현직 이사장이 비리혐의로 수사를 받던 중 투신(사망)’하였고, ‘당시 새누리당 국회의원 2명이 비리혐의로 각각 4년 및 7년의 징역형(실형)이 선고’되는 등 이 공단이 비리의 복마전이기 때문에 가능한 것이고, 또한 ‘국토교통부 등 정부관계기관 모두가 이 범죄를 의도적으로 외면’(사실상 비호)할 때 가능한 범죄이므로 김학의 전 법무부차관 비리혐의 사건과 조금도 다를 바 없습니다. 그러므로 아래에서 보듯이 ‘2019. 4. 10. 국토교통부가 갑자기 태도가 돌변하여 범죄를 또다시 의도적으로 외면’하는 등 지금도 정부관계기관 모두가 이 공단 적폐를 외면하고 있어 이는 또 다른 적폐이므로, ‘검찰의 강력하고 엄정한 수사로 이를 척결’하여 이 나라 밝은 미래와 희망을 국민에게 안겨준다면 이는 정부가 국민에게 줄 수 있는 가장 큰 선물입니다. 아   래 1.  이 공단을 지도·감독하는 국토교통부는 이 범죄를 고발하는 민원조차 이 공단에 이첩하고 ‘이 공단이 말도 안되는 변명만으로 종결하는 수법으로 외면’하였기에 민원인이 이 공단직원들을 검찰에 고발하였으나 검찰은 이 사건을 두 번이나 수사를 하고도 ‘공사비를 조작한 허위 공문서를 아무 근거도 없이 적법한 문서’라는 판단과 이 공단 직원들이 ‘이들 도로는 국토교통부가 승인한 도로이다’라는 거짓진술만을 신뢰하여 이들이 법망을 빠져 나왔기에 검찰의 수사조차 의심케 합니다. 2.  민원인이 검찰 재수사를 촉구하기에 앞서 ‘이 공단직원들이 검찰에서 진술한 내용의 진위여부를 국토교통부에 질문’하자, 국토교통부는 ‘이 공단직원들이 검찰에서 진술한 내용은 거짓이다’그리고 ‘역 광장을 대로에서 직접 통행하는 도로를 설치할 계획이다’(철도건설과 1397, 2018. 4. 27) ‘사업계획변경을 추진 중이므로 민원을 다시 제기하지 말라’(철도건설과 1655, 2018. 5. 23)는 취지의 답변을 하였고, 이 공단 또한 ‘또다시 이들 도로건설공사를 중단’하였기에 민원인은 이 공단의 이러한 범죄는 좌절되었다고 확신하였습니다. 3. 그러나 공사를 중단한 지 10개월이 지나도록 이 공단은 ‘역 광장 직접 통행을 위한 설계변경’은 하지 않았으며, 뿐만 아니라 ‘역 광장 직접통행을 의도적으로 차단’할 목적으로 건설을 결정한 도로건설과 연관되는 공사를 지금까지 계속해왔다는 것이 최근 확인되고 있으며, 또한 같은 목적으로 건설을 결정한 ‘역 광장 우회 통행도로 270m(역 광장 좌측 방향 승객은 약 700m 우회) 또한 오는 7월 공사를 재개한다(이들 세 도로건설을 변경하는 설계는 없다)’고 합니다. 그러므로 이 공단은 ‘혈세 50억원 이상을 쏟아 붓는 이 세 도로건설을 계속 고집’하는 것이고, 국토교통부가 이를 민원인으로부터 추궁받자 이 공단직원 1명이 공사현장을 둘러보고 공사인부를 철수시켰는데도 불과 며칠 후인 2019. 4. 10. 국토교통부는 ‘엉뚱한 트집과 요구만 하다가 착수조차 않은 감사원 감사청구’와 ‘2016년 경찰조사’를 빌미로 이 범죄를 중단시키겠으니 민원을 다시 제기하지 말라 고한 ‘2018. 4월 및 5월의 약속을 파기’하였고, 이 또한 ‘국토교통부 공무원이 이 공단 범죄를 비호’하는 것이고 또한 이를 위하여 ‘직권을 남용’한 것입니다. 4.  이 공단이 검찰수사가 시작되자 검찰눈치를 보느라고 ‘각각 약 1년씩 두 차례나 공사착공을 미루거나 공사를 중단’한 사실과 국토교통부가 ‘이들 도로건설사업계획변경을 추진 중이다’라고 약속한 후 ‘또다시 약 10개월간 공사를 중단’한 사실(공사가 약 3년 지연) 및 ‘동일한 목적과 수법으로 건설을 결정한 이 곳 고가도로건설계획’(혈세 약 100억원 낭비하는 것이 확인됨)을 민원에 굴복한 ‘경기도지사의 요구로 2년이 지나서 이 공단이 취소’한 사실만 보더라도 이 공단은 나라를 말아먹는 범죄에 익숙해 있고 ‘이 범죄사실 또한 시인’하고 있는 것입니다."
